# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_scf            17:(.)p_scf              18:phi_scf               19:phi'_scf              20:V_scf                 21:V'_scf                22:V''_scf               23:gr.fac. D             24:gr.fac. f          
       2.427789405672e+01       1.311609423342e-01       2.825508801353e+03       1.647699300279e-02       1.093256480325e+04       4.324950796421e+02       2.763522148647e+05       6.766366790097e+02       1.123421236341e-06       4.069455710529e-05       2.277799662988e-04       1.193981768034e-06       2.344865558866e-08       5.186428667976e-07       2.714912984140e-04       1.807291387155e-07       2.685253575515e-08      -1.870843987917e-03      -3.121865896477e-05       2.308149044405e-07      -2.458071441190e-04       3.941651132429e-01       5.131696832733e-02       9.928446751680e-01 
       2.410187538921e+01       1.325514234347e-01       2.836247730378e+03       1.630483619679e-02       1.092182587422e+04       4.350999957125e+02       2.741583121174e+05       6.778029288983e+02       1.092455484170e-06       3.985035239854e-05       2.230546926178e-04       1.168734522647e-06       2.266213621141e-08       5.043471013632e-07       2.658476834040e-04       1.771012795090e-07      -4.076783691060e-08      -2.177420223096e-03      -2.547743244576e-05       3.268036746294e-07      -3.875328655292e-04       5.339339573757e-01       5.167423344737e-02       9.928743885775e-01 
       2.392708214169e+01       1.339565861217e-01       2.847024479411e+03       1.613452669884e-02       1.091104912519e+04       4.377186653123e+02       2.719806177956e+05       6.789693478264e+02       1.062343221560e-06       3.902365942382e-05       2.184274374928e-04       1.144027034898e-06       2.190179940722e-08       4.904453611250e-07       2.603229517956e-04       1.750392613422e-07      -1.132245470196e-07      -2.409929169348e-03      -1.727567860150e-05       4.323957125427e-07      -5.254055041432e-04       6.540509706581e-01       5.203399661279e-02       9.929010286799e-01 
       2.375350578601e+01       1.353765811393e-01       2.857839148986e+03       1.596604111007e-02       1.090023445561e+04       4.403511385354e+02       2.698190166659e+05       6.801359313237e+02       1.033060925745e-06       3.821411495822e-05       2.138961678536e-04       1.119847575173e-06       2.116678197347e-08       4.769267864741e-07       2.549144687284e-04       1.743506291096e-07      -1.643661562871e-07      -2.542605122032e-03      -6.991759499130e-06       5.080751780950e-07      -6.170474128228e-04       7.280494412711e-01       5.239627423808e-02       9.929247778640e-01 
       2.358113794932e+01       1.368115610079e-01       2.868691841855e+03       1.579933883074e-02       1.088938176275e+04       4.429974635510e+02       2.676733952928e+05       6.813026751504e+02       1.004585737901e-06       3.742136375014e-05       2.094588952475e-04       1.096184687816e-06       2.045624921104e-08       4.637808243200e-07       2.496191074886e-04       1.742972408804e-07      -1.706332660235e-07      -2.557577484327e-03       4.265155659853e-06       5.173957603558e-07      -6.280123481168e-04       7.366490579056e-01       5.276108289792e-02       9.929469306145e-01 
       2.340997038545e+01       1.382616816630e-01       2.879582675167e+03       1.563436962936e-02       1.087849092943e+04       4.456576864968e+02       2.655436414258e+05       6.824695766008e+02       9.768954391506e-07       3.664505820588e-05       2.051136740856e-04       1.073027180416e-06       1.976939385927e-08       4.509972170125e-07       2.444335137074e-04       1.738615792651e-07      -1.293928179294e-07      -2.451631382379e-03       1.496307631952e-05       4.548815957917e-07      -5.531555815912e-04       6.768826491215e-01       5.312843974336e-02       9.929694725082e-01 
       2.323999489104e+01       1.397271035553e-01       2.890511788189e+03       1.547108952438e-02       1.086756181641e+04       4.483318525957e+02       2.634296429079e+05       6.836366353083e+02       9.499684190464e-07       3.588485784552e-05       2.008585985969e-04       1.050364106284e-06       1.910543486781e-08       4.385659877911e-07       2.393546110713e-04       1.722561157387e-07      -6.190701682136e-08      -2.237919970562e-03       2.373627139652e-05       3.512446988401e-07      -4.207415849299e-04       5.640169315228e-01       5.349836277730e-02       9.929940908676e-01 
       2.307120323180e+01       1.412079913374e-01       2.901479339244e+03       1.530947222471e-02       1.085659426536e+04       4.510200076336e+02       2.613312869666e+05       6.848038528874e+02       9.237836477824e-07       3.514042883810e-05       1.966918002267e-04       1.028184749377e-06       1.846361628802e-08       4.264774279567e-07       2.343799397991e-04       1.692649091325e-07       3.156403919826e-09      -1.941395176152e-03       2.987846636615e-05       2.491627578190e-07      -2.746778388174e-04       4.244542927553e-01       5.387087076808e-02       9.930214070322e-01 
       2.290358713508e+01       1.427045123831e-01       2.912485494136e+03       1.514950800974e-02       1.084558811046e+04       4.537221986464e+02       2.592484604297e+05       6.859712316768e+02       8.983206602326e-07       3.441144385310e-05       1.926114468054e-04       1.006478618722e-06       1.784320647647e-08       4.147220895022e-07       2.295075929372e-04       1.651809103083e-07       4.788667852296e-08      -1.590745818431e-03       3.344692866692e-05       1.759413476779e-07      -1.511068505897e-04       2.849735932144e-01       5.424598286771e-02       9.930509868654e-01 
       2.273713833655e+01       1.442168352471e-01       2.923530414528e+03       1.499119436476e-02       1.083454319007e+04       4.564384736044e+02       2.571810505161e+05       6.871387734993e+02       8.735595484301e-07       3.369758214630e-05       1.886157430287e-04       9.852354498433e-07       1.724349751660e-08       4.032907816411e-07       2.247359084820e-04       1.604975271239e-07       6.980287613009e-08      -1.211152802184e-03       3.501705479506e-05       1.360419764906e-07      -6.669274580128e-05       1.651965276743e-01       5.462371821799e-02       9.930819047446e-01 
       2.257184863094e+01       1.457451289083e-01       2.934614252434e+03       1.483452732134e-02       1.082345935217e+04       4.591688807114e+02       2.551289455124e+05       6.883064790866e+02       8.494809541270e-07       3.299852964813e-05       1.847029309525e-04       9.644452062818e-07       1.666380464939e-08       3.921745673719e-07       2.200632008476e-04       1.556395191802e-07       7.557243244451e-08      -8.204532657528e-04       3.533231743187e-05       1.201006301035e-07      -2.073210153956e-05       7.580724852331e-02       5.500409575714e-02       9.931133004551e-01 
       2.240770989697e+01       1.472895628375e-01       2.945737150848e+03       1.467949779290e-02       1.081233645375e+04       4.619134678848e+02       2.530920350179e+05       6.894743481609e+02       8.260660571686e-07       3.231397892939e-05       1.808712898011e-04       9.440980774890e-07       1.610346561118e-08       3.813647581112e-07       2.154876554516e-04       1.508578283755e-07       7.341427380344e-08      -4.287503820638e-04       3.504203571304e-05       1.161653318580e-07      -2.958661928201e-06       2.070198921311e-02       5.538713423427e-02       9.931446341210e-01 
       2.224471409783e+01       1.488503074658e-01       2.956899247235e+03       1.452609198551e-02       1.080117435737e+04       4.646722825631e+02       2.510702098578e+05       6.906423798132e+02       8.032965604605e-07       3.164362906113e-05       1.771191351823e-04       9.241844736009e-07       1.556183990133e-08       3.708529067537e-07       2.110073483715e-04       1.462501871744e-07       6.901803752414e-08      -4.018617649947e-05       3.457214956006e-05       1.158482244753e-07      -2.436193864978e-09       1.818680509461e-04       5.577285232403e-02       9.931756772907e-01 
       2.208285326985e+01       1.504275346619e-01       2.968100676969e+03       1.437429355132e-02       1.078997292763e+04       4.674453717437e+02       2.490633618742e+05       6.918105728715e+02       7.811546737668e-07       3.098718543025e-05       1.734448180560e-04       9.046950189361e-07       1.503830803596e-08       3.606308001924e-07       2.066203150996e-04       1.418311204103e-07       6.451100577608e-08       3.443617939850e-04       3.408514038802e-05       1.159801719514e-07       1.532945334770e-06       1.335466385829e-02       5.616126874267e-02       9.932063813578e-01 
       2.192211950856e+01       1.520214180246e-01       2.979341575335e+03       1.422408604418e-02       1.077873202927e+04       4.702327821492e+02       2.470713837255e+05       6.929789261120e+02       7.596230977505e-07       3.034435955093e-05       1.698467236783e-04       8.856205454134e-07       1.453227082189e-08       3.506904519503e-07       2.023246237922e-04       1.376064678515e-07       5.865223755735e-08       7.243221510328e-04       3.347497950348e-05       1.184313454412e-07       1.426517434276e-05       5.908354862164e-02       5.655240231694e-02       9.932367152113e-01 
       2.176250495513e+01       1.536321329262e-01       2.990622077721e+03       1.407545520245e-02       1.076745152688e+04       4.730345604802e+02       2.450941687348e+05       6.941474382802e+02       7.386850086974e-07       2.971486888540e-05       1.663232705980e-04       8.669520862815e-07       1.404314866083e-08       3.410240951284e-07       1.981184391563e-04       1.336384827813e-07       4.736465022694e-08       1.096427401596e-03       3.237305015586e-05       1.294107488316e-07       4.947905830086e-05       1.353825840967e-01       5.694627199127e-02       9.932665039099e-01 
       2.160400178505e+01       1.552598562960e-01       3.001942317983e+03       1.392839070358e-02       1.075613128662e+04       4.758507537251e+02       2.431316108029e+05       6.953161079215e+02       7.183240441032e-07       2.909843667983e-05       1.628729097391e-04       8.486808703423e-07       1.357038088705e-08       3.316241757515e-07       1.940000675915e-04       1.300920824476e-07       2.506164029559e-08       1.451850707802e-03       3.018258238037e-05       1.575456632280e-07       1.148808565618e-04       2.373815488281e-01       5.734289677034e-02       9.932952944092e-01 
       2.144660220416e+01       1.569047661713e-01       3.013302425253e+03       1.378288630380e-02       1.074477117935e+04       4.786814094008e+02       2.411836044376e+05       6.964849330553e+02       6.985242897173e-07       2.849479183484e-05       1.594941236745e-04       8.307983172274e-07       1.311342515158e-08       3.224833467869e-07       1.899679548634e-04       1.272334003019e-07      -1.197668685155e-08       1.774094196987e-03       2.619649167482e-05       2.088151307301e-07       2.096099088493e-04       3.544511489952e-01       5.774229560514e-02       9.933223296411e-01 
       2.129029846288e+01       1.585670411819e-01       3.024702520412e+03       1.363893650206e-02       1.073337108419e+04       4.815265754321e+02       2.392500449794e+05       6.976539108191e+02       6.792702691747e-07       2.790366884693e-05       1.561854262997e-04       8.132960348131e-07       1.267175687696e-08       3.135944633578e-07       1.860205889071e-04       1.253329931350e-07      -6.003289629430e-08       2.038955225604e-03       1.985645227939e-05       2.780488341439e-07       3.182034251799e-04       4.681859922926e-01       5.814448726376e-02       9.933467761860e-01 
       2.113508289523e+01       1.602468603930e-01       3.036142715123e+03       1.349652908677e-02       1.072193088948e+04       4.843862993524e+02       2.373308290355e+05       6.988230373826e+02       6.605469367145e-07       2.732480784032e-05       1.529453630098e-04       7.961658193271e-07       1.224486879166e-08       3.049505793818e-07       1.821562973900e-04       1.244632044972e-07      -1.042447413807e-07       2.218212710592e-03       1.112637119536e-05       3.430619188167e-07       4.097239506957e-04       5.541271340742e-01       5.854949029037e-02       9.933682730258e-01 
       2.098094796568e+01       1.619444040708e-01       3.047623117179e+03       1.335563769950e-02       1.071045048742e+04       4.872606269823e+02       2.354258548530e+05       6.999923085054e+02       6.423396705312e-07       2.675795461667e-05       1.497725109784e-04       7.793996560051e-07       1.183227048552e-08       2.965449445011e-07       1.783730583603e-04       1.243084942316e-07      -1.242113680278e-07       2.287435883023e-03       7.765732317048e-07       3.727797933892e-07       4.492918823143e-04       5.892517717967e-01       5.895732318923e-02       9.933875164709e-01 
       2.082788627660e+01       1.636598554901e-01       3.059143842675e+03       1.321622272693e-02       1.069892976193e+04       4.901496015852e+02       2.335350221247e+05       7.011617207815e+02       6.246342612943e-07       2.620286055185e-05       1.466654785796e-04       7.629897152375e-07       1.143348786291e-08       2.883709987830e-07       1.746685431678e-04       1.242090610009e-07      -1.091912285086e-07       2.235195361427e-03      -9.724170676651e-06       3.501004342642e-07       4.192067294102e-04       5.626444157560e-01       5.936800485947e-02       9.934062535198e-01 
       2.067589050729e+01       1.653934028199e-01       3.070705028279e+03       1.307824347012e-02       1.068736857632e+04       4.930532645350e+02       2.316582310714e+05       7.023312728702e+02       6.074168932489e-07       2.565928225011e-05       1.436229034527e-04       7.469283415782e-07       1.104806244070e-08       2.804223639941e-07       1.710404522636e-04       1.234989620468e-07      -6.823583842289e-08       2.068336840580e-03      -1.878457584634e-05       2.876022007045e-07       3.321586645555e-04       4.817764563856e-01       5.978155504492e-02       9.934264097445e-01 
       2.052495332792e+01       1.671452395712e-01       3.082306833514e+03       1.294167194253e-02       1.067576677109e+04       4.959716571017e+02       2.297953814874e+05       7.035009656990e+02       5.906741237906e-07       2.512698113194e-05       1.406434501945e-04       7.312080408428e-07       1.067555062861e-08       2.726928341712e-07       1.674868726679e-04       1.218663427119e-07      -2.244780216910e-08       1.809542910051e-03      -2.537184798253e-05       2.164712173216e-07       2.224274799180e-04       3.687574558457e-01       6.019799443477e-02       9.934490296714e-01 
       2.037506736541e+01       1.689155631884e-01       3.093949430696e+03       1.280649623905e-02       1.066412417390e+04       4.989048217533e+02       2.279463726103e+05       7.046708014198e+02       5.743928700863e-07       2.460572322804e-05       1.377258092069e-04       7.158214733421e-07       1.031552318229e-08       2.651763694444e-07       1.640063459208e-04       1.194227729974e-07       1.145455788085e-08       1.488776457671e-03      -2.931469297061e-05       1.619523226748e-07       1.238711760581e-04       2.496100245672e-01       6.061734431851e-02       9.934739600437e-01 
       2.022622523684e+01       1.707045730012e-01       3.105632991037e+03       1.267271338341e-02       1.065244061356e+04       5.018528021212e+02       2.261111037856e+05       7.058407819979e+02       5.585604035201e-07       2.409527921524e-05       1.348686968974e-04       7.007614542850e-07       9.967564839446e-09       2.578670934732e-07       1.605976644981e-04       1.164994342115e-07       2.892026497716e-08       1.134021675852e-03      -3.111712611330e-05       1.313687538514e-07       5.474517527115e-05       1.448257377357e-01       6.103962609110e-02       9.935003449022e-01 
       2.007841960259e+01       1.725124689683e-01       3.117357676363e+03       1.254032052946e-02       1.064071592824e+04       5.048156421998e+02       2.242894752073e+05       7.070109083874e+02       5.431643459242e-07       2.359542450959e-05       1.320708562006e-04       6.860209558770e-07       9.631273999830e-09       2.507592917060e-07       1.572596389815e-04       1.134136777938e-07       3.403124430054e-08       7.656708946325e-04      -3.155277001116e-05       1.190736502398e-07       1.685032178946e-05       6.602179307421e-02       6.146486095014e-02       9.935272883319e-01 
       1.993164319686e+01       1.743394515690e-01       3.129123638555e+03       1.240931057773e-02       1.062894996605e+04       5.077933856449e+02       2.224813882466e+05       7.081811804875e+02       5.281926630891e-07       2.310593927165e-05       1.293310566074e-04       6.715931068383e-07       9.306262350156e-09       2.438474083846e-07       1.539909890145e-04       1.103599570664e-07       3.297493429401e-08       3.953773066489e-04      -3.132804291602e-05       1.160775341586e-07       2.320154998482e-06       1.760461432256e-02       6.189306986750e-02       9.935542071972e-01 
       1.978588883118e+01       1.761857223409e-01       3.140931023136e+03       1.227967213393e-02       1.061714258146e+04       5.107860754812e+02       2.206867454031e+05       7.093515975143e+02       5.136336554637e-07       2.262660831645e-05       1.266480936613e-04       6.574711891289e-07       8.992154434455e-09       2.371260422503e-07       1.507903477168e-04       1.074148521699e-07       3.018271504863e-08       2.789448898852e-05      -3.090988610943e-05       1.158482056819e-07       8.147737196650e-10       8.762738618373e-05       6.232427371363e-02       9.935808535811e-01 
       1.964114938385e+01       1.780514844865e-01       3.152779973192e+03       1.215139144413e-02       1.060529363141e+04       5.137937541261e+02       2.189054501055e+05       7.105221583966e+02       4.994759477374e-07       2.215722097995e-05       1.240207882108e-04       6.436486334122e-07       8.688587208695e-09       2.305899417343e-07       1.476563140285e-04       1.045903148187e-07       2.727864199622e-08      -3.357863719402e-04      -3.047179484563e-05       1.159675092337e-07      -1.421251648472e-06       1.269782010741e-02       6.275849339704e-02       9.936071751039e-01 
       1.949741778616e+01       1.799369432457e-01       3.164670631669e+03       1.202445470536e-02       1.059340297293e+04       5.168164635880e+02       2.171374065134e+05       7.116928620068e+02       4.857084784917e-07       2.169757097961e-05       1.214479856290e-04       6.301190143706e-07       8.395209605907e-09       2.242340001808e-07       1.445875109613e-04       1.018928595953e-07       2.320152350491e-08      -6.949383474854e-04      -2.988686618471e-05       1.180370041356e-07      -1.259855147443e-05       5.438706118326e-02       6.319574994801e-02       9.936331338793e-01 
       1.935468700888e+01       1.818423059427e-01       3.176603141543e+03       1.189885021083e-02       1.058147046306e+04       5.198542457783e+02       2.153825193693e+05       7.128637071778e+02       4.723204903075e-07       2.124745628193e-05       1.189285550722e-04       6.168760462504e-07       8.111682119798e-09       2.180532512793e-07       1.415826363398e-04       9.937519784142e-08       1.466635829667e-08      -1.045550335659e-03      -2.873609601398e-05       1.270632593171e-07      -4.290586090263e-05       1.231098860743e-01       6.363606452507e-02       9.936585268417e-01 
       1.921295005144e+01       1.837677816874e-01       3.188577643830e+03       1.177456989752e-02       1.056949596077e+04       5.229071428896e+02       2.136406939240e+05       7.140346925087e+02       4.593015204990e-07       2.080667898333e-05       1.164613888130e-04       6.039135788219e-07       7.837676410014e-09       2.120428647868e-07       1.386404962715e-04       9.717051105409e-08      -2.556075433268e-09      -1.377007249770e-03      -2.635782839331e-05       1.495898797310e-07      -9.801453038590e-05       2.135381576291e-01       6.407945834130e-02       9.936828447376e-01 
       1.907219994033e+01       1.857135807878e-01       3.200594273872e+03       1.165160902429e-02       1.055747933073e+04       5.259751976423e+02       2.119118359922e+05       7.152058160054e+02       4.466413930149e-07       2.037504522364e-05       1.140454017566e-04       5.912255943184e-07       7.572874939669e-09       2.061981427894e-07       1.357599928549e-04       9.548074460084e-08      -3.040419461354e-08      -1.669914899930e-03      -2.201293308630e-05       1.888274088216e-07      -1.748094081312e-04       3.140448800209e-01       6.452595252373e-02       9.937052823884e-01 
       1.893242974861e+01       1.876799141527e-01       3.212653157696e+03       1.152996207916e-02       1.054542044690e+04       5.290584529787e+02       2.101958522274e+05       7.163770747338e+02       4.343302124113e-07       1.995236516506e-05       1.116795313221e-04       5.788062063166e-07       7.316970662773e-09       2.005145169193e-07       1.329400255468e-04       9.447812403969e-08      -6.376491379705e-08      -1.896938439321e-03      -1.522870561994e-05       2.373645567551e-07      -2.562367955359e-04       4.052373923547e-01       6.497556797190e-02       9.937250773632e-01 
       1.879363263991e+01       1.896669933378e-01       3.224754412434e+03       1.140961518642e-02       1.053331919217e+04       5.321569508634e+02       2.084926505687e+05       7.175484648743e+02       4.223583598979e-07       1.953845303995e-05       1.093627377110e-04       5.666496606516e-07       7.069666759705e-09       1.949875465296e-07       1.301793187023e-04       9.413238423947e-08      -8.905266048278e-08      -2.028596120103e-03      -6.236704528478e-06       2.747775670834e-07      -3.133780361865e-04       4.634407505972e-01       6.542832536578e-02       9.937421791338e-01 
       1.865580190716e+01       1.916750319377e-01       3.236898154902e+03       1.129054100161e-02       1.052117544970e+04       5.352707307181e+02       2.068021404698e+05       7.187199825622e+02       4.107164886911e-07       1.913312717422e-05       1.070940040374e-04       5.547503356226e-07       6.830676362232e-09       1.896129165491e-07       1.274763161090e-04       9.410515647972e-08      -9.222568082643e-08      -2.043488813722e-03       3.820218583140e-06       2.794962559592e-07      -3.203307106168e-04       4.702703168217e-01       6.588424548299e-02       9.937577432284e-01 
       1.851893095393e+01       1.937042480488e-01       3.249084516328e+03       1.117270400662e-02       1.050898908827e+04       5.383998290212e+02       2.051242324096e+05       7.198916253076e+02       3.993955144965e-07       1.873620983809e-05       1.048723354931e-04       5.431027371428e-07       6.599722183750e-09       1.843864330883e-07       1.248293148196e-04       9.388480369959e-08      -7.159595039777e-08      -1.937957945511e-03       1.324794335409e-05       2.482211311460e-07      -2.732214730513e-04       4.229526347837e-01       6.634334975851e-02       9.937737259414e-01 
       1.838301321462e+01       1.957548660230e-01       3.261313652319e+03       1.105607407846e-02       1.049675995228e+04       5.415442808636e+02       2.034588368658e+05       7.210633929317e+02       3.883866015199e-07       1.834752692980e-05       1.026967575768e-04       5.317014890124e-07       6.376536067133e-09       1.793040169813e-07       1.222367740284e-04       9.309741432029e-08      -3.996717331341e-08      -1.728379261271e-03       2.059729686687e-05       1.995968814506e-07      -1.938201489157e-04       3.364194767759e-01       6.680566067773e-02       9.937916996983e-01 
       1.824804208784e+01       1.978271158494e-01       3.273585738372e+03       1.094063532750e-02       1.048448786623e+04       5.447041220286e+02       2.018058637186e+05       7.222352871075e+02       3.776811505312e-07       1.796690771711e-05       1.005663146477e-04       5.205413249189e-07       6.160858585153e-09       1.743616982753e-07       1.196975013693e-04       9.169483078813e-08      -1.274897800274e-08      -1.444129659076e-03       2.528358934618e-05       1.566657131863e-07      -1.130577519263e-04       2.348634373981e-01       6.727120162769e-02       9.938120190006e-01 
       1.811401094212e+01       1.999212307570e-01       3.285900955047e+03       1.082638311172e-02       1.047217264955e+04       5.478793896929e+02       2.001652226114e+05       7.234073099196e+02       3.672707933208e-07       1.759418479565e-05       9.848006969185e-05       5.096170868173e-07       5.952438778091e-09       1.695556136711e-07       1.172105712818e-04       8.987330050408e-08       2.923023322795e-09      -1.116382956492e-03       2.760413755916e-05       1.304254157719e-07      -5.223016237271e-05       1.403554991654e-01       6.773999634650e-02       9.938340245000e-01 
       1.798091316682e+01       2.020374451264e-01       3.298259475451e+03       1.071331550230e-02       1.045981412915e+04       5.510701217176e+02       1.985368237264e+05       7.245794626703e+02       3.571473906397e-07       1.722919416965e-05       9.643710477459e-05       4.989237269102e-07       5.751033965188e-09       1.648820055725e-07       1.147751290519e-04       8.787698453620e-08       8.450273701075e-09      -7.695823476236e-04       2.832162215961e-05       1.191400662527e-07      -1.710988440860e-05       6.669806471562e-02       6.821206844708e-02       9.938567825626e-01 
       1.784874221228e+01       2.041759938790e-01       3.310661461759e+03       1.060142755207e-02       1.044741214284e+04       5.542763556942e+02       1.969205782658e+05       7.257517455602e+02       3.473030290095e-07       1.687177529324e-05       9.443652127117e-05       4.884563084728e-07       5.556409535938e-09       1.603372206134e-07       1.123902661419e-04       8.587301938091e-08       8.449050498631e-09      -4.184558456124e-04       2.822181326408e-05       1.161359533234e-07      -2.750620658619e-06       1.971979137675e-02       6.868744127626e-02       9.938796122700e-01 
       1.771749160026e+01       2.063371129732e-01       3.323107068243e+03       1.049071026968e-02       1.043496653636e+04       5.574981284463e+02       1.953163984933e+05       7.269241579890e+02       3.377300151761e-07       1.652177102507e-05       9.247743961315e-05       4.782100041494e-07       5.368338698216e-09       1.559177070971e-07       1.100550019624e-04       8.393359773090e-08       6.701319339180e-09      -6.939098879142e-05       2.785869388634e-05       1.158484175876e-07      -1.254269931965e-08       5.422620229849e-04       6.916613802324e-02       9.939021991336e-01 
       1.758715491579e+01       2.085210401741e-01       3.335596445781e+03       1.038115216475e-02       1.042247715882e+04       5.607354759799e+02       1.937241975573e+05       7.280966989901e+02       3.284208693351e-07       1.617902753382e-05       9.055899875913e-05       4.681800928219e-07       5.186602207243e-09       1.516200118692e-07       1.077683202678e-04       8.207300081191e-08       4.804502330000e-09       2.761141785722e-04       2.746637683065e-05       1.159027477229e-07       7.902198018922e-07       8.585793811587e-03       6.964818188795e-02       9.939244677256e-01 
       1.745772579358e+01       2.107280155811e-01       3.348129744817e+03       1.027274141786e-02       1.040994385978e+04       5.639884336891e+02       1.921438892904e+05       7.292693675125e+02       3.193683182290e-07       1.584339419298e-05       8.868035560625e-05       4.583619561826e-07       5.010988097671e-09       1.474407771301e-07       1.055292162382e-04       8.029538746948e-08       2.154268613305e-09       6.173857602142e-04       2.694491771790e-05       1.172116782843e-07       8.833882296171e-06       4.292558817573e-02       7.013359619415e-02       9.939463840333e-01 
       1.732919790450e+01       2.129582817392e-01       3.360707115871e+03       1.016546794356e-02       1.039736648873e+04       5.672570367182e+02       1.905753880576e+05       7.304421624702e+02       3.105652885304e-07       1.551472348019e-05       8.684068442639e-05       4.487510754515e-07       4.841291426845e-09       1.433767373811e-07       1.033367385115e-04       7.863750355587e-08      -3.699457749367e-09       9.504136052611e-04       2.586832738985e-05       1.235054419579e-07       3.222698797860e-05       1.017251472418e-01       7.062240440965e-02       9.939677545939e-01 
       1.720156494458e+01       2.152120833039e-01       3.373328707522e+03       1.005932489550e-02       1.038474489708e+04       5.705413204138e+02       1.890186086771e+05       7.316150825536e+02       3.020049006616e-07       1.519287088698e-05       8.503917636122e-05       4.393430284142e-07       4.677314031796e-09       1.394247165705e-07       1.011900173533e-04       7.719745945530e-08      -1.600268451789e-08       1.263950511956e-03       2.354014147954e-05       1.398002159598e-07       7.580048659565e-05       1.799132621379e-01       7.111463006727e-02       9.939880675525e-01 
       1.707482063351e+01       2.174896663264e-01       3.385994662339e+03       9.954308323149e-03       1.037207894226e+04       5.738413206177e+02       1.874734664780e+05       7.327881258558e+02       2.936804634732e-07       1.487769485570e-05       8.327503906894e-05       4.301334872656e-07       4.518864307583e-09       1.355816256370e-07       9.908825419231e-05       7.612469129736e-08      -3.602529083547e-08       1.537019002577e-03       1.918914262588e-05       1.682249731992e-07       1.363074187409e-04       2.660489268754e-01       7.161029660301e-02       9.940065090653e-01 
       1.694895873556e+01       2.197912775405e-01       3.398705112963e+03       9.850413058786e-03       1.035936849164e+04       5.771570732465e+02       1.859398775829e+05       7.339612895182e+02       2.855854704949e-07       1.456905677227e-05       8.154749668383e-05       4.211182180958e-07       4.365757019684e-09       1.318444607791e-07       9.703063742871e-05       7.553582323693e-08      -5.907470797065e-08       1.740221264697e-03       1.238086523168e-05       2.019157968114e-07       1.978313874388e-04       3.410452304866e-01       7.210942719582e-02       9.940223643181e-01 
       1.682397310441e+01       2.221171645463e-01       3.411460183273e+03       9.747625509517e-03       1.034661342133e+04       5.804886127644e+02       1.844177593434e+05       7.351345698511e+02       2.777135976462e-07       1.426682101326e-05       7.985579007982e-05       4.122930819695e-07       4.217813146953e-09       1.282103023983e-07       9.501620307379e-05       7.537499869803e-08      -7.406761477123e-08       1.843178623488e-03       3.513643376341e-06       2.241639202039e-07       2.350628828342e-04       3.825937646607e-01       7.261204480506e-02       9.940357641783e-01 
       1.669985771527e+01       2.244675777573e-01       3.424259999147e+03       9.645920148676e-03       1.033381360545e+04       5.838359704177e+02       1.829070304727e+05       7.363079633333e+02       2.700586999635e-07       1.397085495518e-05       7.819917692245e-05       4.036540349057e-07       4.074859708465e-09       1.246763135873e-07       9.304377551463e-05       7.535458854244e-08      -7.154875518257e-08       1.826756686627e-03      -6.036924389095e-06       2.203550155875e-07       2.288357641772e-04       3.758066400180e-01       7.311817259174e-02       9.940480986929e-01 
       1.657660663155e+01       2.268427734263e-01       3.437104704690e+03       9.545266756828e-03       1.032096889991e+04       5.871991742356e+02       1.814076104102e+05       7.374814680950e+02       2.626148043186e-07       1.368102882592e-05       7.657693083719e-05       3.951971232581e-07       3.936729519107e-09       1.212397367695e-07       9.111211745900e-05       7.510613154630e-08      -5.351432902365e-08       1.692908505858e-03      -1.448004941340e-05       1.929306908549e-07       1.821303173519e-04       3.227527950655e-01       7.362783457019e-02       9.940613295062e-01 
       1.645421392150e+01       2.292430151680e-01       3.449994469802e+03       9.445643103894e-03       1.030807913480e+04       5.905782512556e+02       1.799194183385e+05       7.386550845848e+02       2.553760996281e-07       1.339721544944e-05       7.498833998057e-05       3.869184759990e-07       3.803260904753e-09       1.178978891783e-07       8.922017364615e-05       7.442575133279e-08      -3.156814264521e-08       1.464270233057e-03      -2.054349357217e-05       1.589908409670e-07       1.178543140276e-04       2.414601718322e-01       7.414105592947e-02       9.940766756931e-01 
       1.633267361228e+01       2.316685723687e-01       3.462929480802e+03       9.347039777650e-03       1.029514412380e+04       5.939732296409e+02       1.784423728892e+05       7.398288146861e+02       2.483369299501e-07       1.311929009258e-05       7.343270618282e-05       3.788143000016e-07       3.674297477596e-09       1.146481596703e-07       8.736715260498e-05       7.335693994995e-08      -1.574578774029e-08       1.173641567999e-03      -2.398547640363e-05       1.336540915354e-07       6.068596075962e-05       1.551222172449e-01       7.465786268112e-02       9.940940505136e-01 
